email,Year,Company,Code of Ethics,Whistleblower Policy,Cyber Security Policy,Conflict of Interest Policy,Regulatory Policy,Certifications of Industry Standards,% Trained on Cyber Security,Describe Sustainability Progam,% Trained on Sustainability,% Locations ISO Certified,How many sites need environmental remediation,Maternity/Paternity Leave Offered,Education Benefits Offered,% Company Emplyoyee Owned,How many employees in a Union,Do you provide volunteer opportunities,How many total hours volunteered,Do you provide donation matching,Dollar amount of matching donation,Did the company make any donations,Dollar amount of company donations,Directors on Board,Women Directors,POC Directors,Independent Directors,Audi Committee Active,Compensation Committee Active,ESG Committee Active,Number of Leaders at VP Level or above,Number of Women leaders,Number of POC leaders,Number of Latinx leaders,Health Insurance Offered,Paid Sick Leave Offered,Retirement Savings Offered
amckeighan4e@artisteer.com,01/03/2021,ACME,Yes,Yes,No,No,Yes,No,0.2045,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",0.3664,0.1403,2,No,No,0.4247,60,Yes,9242,No,37517,No,68852,6,4,8,8,No,No,Yes,0,3,3,9,No,No,Yes
rnawton4f@narod.ru,08/16/2020,ACME,No,No,No,No,No,Yes,0.1715,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,0.0424,0.6434,4,Yes,No,0.0419,73,Yes,3073,No,20876,No,8311,10,9,6,6,Yes,No,No,10,1,14,18,No,Yes,No
hegglestone4g@lycos.com,07/06/2020,ACME,No,Yes,No,No,No,Yes,0.4843,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",0.6438,0.623,2,Yes,Yes,0.672,28,Yes,9565,Yes,87310,No,39243,5,5,9,3,No,Yes,No,2,5,9,18,No,Yes,Yes
bhiley4h@cyberchimps.com,07/29/2020,CCME,Yes,Yes,No,Yes,Yes,No,0.2132,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",0.3949,0.7976,5,No,No,0.7884,20,No,4236,No,50526,No,33890,12,8,5,9,No,No,No,11,0,8,13,No,Yes,No
mslisby4i@twitter.com,06/11/2020,CCME,Yes,No,No,Yes,No,No,0.6309,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",0.9273,0.0395,0,Yes,Yes,0.5204,0,No,4027,No,63330,Yes,71148,12,9,0,7,No,No,No,14,11,6,17,Yes,No,Yes
cnail4j@prnewswire.com,05/04/2021,ACME,Yes,No,Yes,Yes,Yes,Yes,0.0006,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,0.8695,0.6052,0,Yes,No,0.2153,6,Yes,1215,No,57750,No,58447,4,9,9,6,Yes,No,Yes,8,19,0,3,No,No,No
jtink4k@clickbank.net,08/22/2021,CCME,No,No,Yes,No,No,No,0.0312,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",0.8243,0.3228,5,No,No,0.524,48,No,7661,Yes,6888,Yes,54043,11,4,7,9,Yes,Yes,Yes,16,0,6,12,No,Yes,No
arentcome4l@cyberchimps.com,08/24/2021,ACME,No,Yes,Yes,Yes,Yes,No,0.2308,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",0.7194,0.9274,3,Yes,Yes,0.4653,94,No,255,Yes,70485,Yes,61324,3,6,12,8,Yes,No,No,20,11,14,20,Yes,Yes,No
apenwright4m@ebay.co.uk,11/09/2021,BCME,Yes,No,Yes,No,No,Yes,0.3942,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",0.467,0.0818,4,Yes,No,0.9804,10,Yes,3421,No,3327,Yes,63106,2,0,5,8,No,No,Yes,2,20,3,6,No,Yes,No
apyford4n@creativecommons.org,02/07/2021,ACME,Yes,Yes,Yes,No,Yes,Yes,0.7488,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",0.0229,0.4214,4,No,Yes,0.5671,92,No,5411,No,85637,Yes,16130,4,5,3,12,Yes,Yes,Yes,20,17,5,4,Yes,No,No
creinbach4o@ca.gov,03/19/2020,ACME,No,No,No,No,Yes,No,0.0224,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",0.1714,0.9394,2,Yes,Yes,0.0524,6,No,1982,Yes,21225,No,61751,3,0,11,4,Yes,No,Yes,4,19,4,15,Yes,No,No
bdiffley4p@fastcompany.com,09/08/2020,BCME,No,Yes,Yes,Yes,No,No,0.6351,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,0.9363,0.459,2,No,Yes,0.3428,91,No,6425,No,70830,Yes,24433,2,6,6,7,No,No,No,18,13,8,12,No,Yes,Yes
zsibbe4q@privacy.gov.au,02/03/2022,ACME,No,Yes,Yes,Yes,Yes,No,0.8004,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,0.8246,0.5464,3,Yes,Yes,0.0531,48,No,9017,Yes,69342,No,24472,9,4,9,11,No,No,No,3,17,7,12,Yes,Yes,Yes
rellinor4r@bluehost.com,03/01/2022,CCME,No,Yes,Yes,Yes,Yes,No,0.5907,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",0.1154,0.9679,0,Yes,Yes,0.5143,66,Yes,5550,No,87863,Yes,32564,5,11,10,1,Yes,No,No,13,0,17,0,No,Yes,No
eandrzejowski4s@netvibes.com,02/20/2020,ACME,Yes,No,Yes,Yes,No,Yes,0.8467,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",0.0899,0.2731,5,Yes,Yes,0.0218,9,Yes,866,Yes,44771,Yes,9670,4,11,6,6,No,No,No,12,17,1,20,Yes,Yes,No
tbullen4t@xrea.com,12/04/2022,CCME,Yes,No,Yes,Yes,Yes,Yes,0.0466,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",0.2359,0.675,0,Yes,No,0.8168,48,Yes,4819,Yes,70220,No,66013,2,11,3,4,Yes,Yes,No,16,19,16,5,No,Yes,No
mfrancesco4u@alibaba.com,07/09/2020,BCME,Yes,Yes,No,No,Yes,Yes,0.3121,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",0.1939,0.3868,0,No,No,0.2009,68,Yes,54,Yes,9089,Yes,444,5,5,5,2,No,No,No,2,9,15,6,No,No,No
hgodbehere4v@t.co,06/05/2022,BCME,Yes,Yes,No,No,No,Yes,0.5108,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",0.5751,0.496,1,No,No,0.4151,5,Yes,2049,No,68509,Yes,25810,1,3,1,2,Yes,No,No,7,15,0,1,No,Yes,No
sbelton4w@wix.com,01/15/2022,CCME,No,No,No,Yes,Yes,Yes,0.5588,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",0.0946,0.7674,5,No,No,0.7845,68,Yes,796,Yes,10989,Yes,49867,3,5,4,0,No,Yes,Yes,16,8,8,14,No,Yes,Yes
icaldeyroux4x@acquirethisname.com,01/26/2021,CCME,Yes,No,Yes,No,No,No,0.8217,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",0.5101,0.1631,1,Yes,No,0.9621,4,Yes,3362,Yes,84645,No,99924,11,3,11,1,No,No,No,8,3,5,19,Yes,No,Yes
jubank4y@salon.com,11/08/2020,CCME,No,No,Yes,Yes,No,No,0.7569,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,0.3527,0.3216,0,No,Yes,0.517,18,Yes,272,Yes,6325,Yes,34453,10,7,7,4,No,No,Yes,9,9,6,19,Yes,Yes,No
fsparshott4z@businessweek.com,04/14/2020,ACME,No,Yes,No,Yes,Yes,No,0.5275,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",0.471,0.0512,2,Yes,No,0.3955,30,No,4800,Yes,30567,Yes,13859,8,6,8,9,Yes,Yes,No,17,12,2,13,No,Yes,No
asparrowhawk50@gizmodo.com,05/07/2021,CCME,Yes,Yes,No,Yes,Yes,No,0.0337,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",0.4024,0.4258,0,Yes,Yes,0.2387,49,Yes,2476,Yes,94530,Yes,85483,9,0,4,3,No,Yes,Yes,13,3,14,18,Yes,No,Yes
tmenere51@livejournal.com,01/18/2022,BCME,No,Yes,Yes,Yes,Yes,No,0.521,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",0.5326,0.2723,1,No,Yes,0.9206,22,Yes,7745,No,42843,No,38948,4,10,4,1,No,No,No,12,8,7,16,No,Yes,No
fblow52@thetimes.co.uk,09/10/2020,CCME,No,Yes,Yes,No,Yes,No,0.6608,Phasellus in felis. Donec semper sapien a libero. Nam dui.,0.9324,0.8899,4,Yes,No,0.8458,59,No,1179,Yes,60147,No,54141,6,12,7,6,Yes,Yes,Yes,5,16,14,2,Yes,Yes,Yes
cbruckental53@godaddy.com,04/12/2021,CCME,No,No,Yes,No,No,No,0.7121,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",0.9273,0.8595,1,Yes,No,0.9858,37,Yes,1851,Yes,1152,No,16562,3,10,2,0,Yes,Yes,No,12,6,18,11,No,Yes,Yes
tbendall54@dyndns.org,02/12/2021,ACME,No,Yes,No,No,Yes,Yes,0.5628,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",0.9889,0.6906,4,No,No,0.538,87,Yes,3034,No,58553,No,88161,11,5,10,5,Yes,No,Yes,7,0,6,2,Yes,No,Yes
sdibling55@infoseek.co.jp,02/25/2022,ACME,Yes,No,Yes,No,Yes,Yes,0.5389,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",0.9874,0.988,0,Yes,Yes,0.7413,45,Yes,6884,Yes,21486,Yes,99043,9,5,9,6,Yes,No,Yes,9,8,14,12,Yes,Yes,No
mlyste56@goodreads.com,07/07/2020,BCME,No,Yes,Yes,Yes,No,No,0.5302,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",0.2298,0.6658,1,Yes,No,0.6607,66,No,3917,Yes,5718,Yes,36909,10,8,6,0,No,Yes,Yes,3,5,4,4,No,Yes,Yes
jtamburi57@oaic.gov.au,03/01/2022,BCME,Yes,No,No,Yes,No,Yes,0.4126,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",0.8972,0.948,5,Yes,Yes,0.7082,19,No,8661,Yes,83056,No,90258,9,5,7,9,Yes,Yes,Yes,19,18,6,11,Yes,Yes,No
adefraine58@pinterest.com,01/02/2020,CCME,Yes,Yes,Yes,No,No,No,0.013,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",0.4009,0.7324,4,No,No,0.4795,19,No,8247,No,34320,Yes,34383,3,8,9,5,No,No,Yes,4,13,1,14,No,No,No
agrayshan59@ca.gov,03/04/2020,CCME,No,Yes,Yes,Yes,Yes,Yes,0.2543,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",0.6803,0.5191,5,Yes,No,0.5032,30,No,4404,No,76553,No,25964,5,8,0,4,Yes,No,No,9,0,19,6,No,Yes,No
bryrie5a@loc.gov,09/20/2022,CCME,No,Yes,Yes,Yes,No,Yes,0.2019,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",0.8763,0.3405,4,Yes,No,0.4293,46,No,5433,Yes,71338,No,85088,6,11,7,10,No,Yes,No,18,19,5,3,No,Yes,No
mnesbit5b@examiner.com,04/29/2021,CCME,Yes,No,Yes,No,Yes,Yes,0.9622,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",0.6471,0.1776,2,Yes,No,0.5615,21,No,9332,No,82502,Yes,19232,4,6,7,11,No,No,Yes,16,16,12,9,No,No,No
zzimek5c@whitehouse.gov,05/01/2020,ACME,Yes,No,No,Yes,No,Yes,0.7016,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",0.0245,0.3262,0,Yes,No,0.6947,74,Yes,7957,No,26696,Yes,65222,5,11,3,10,Yes,No,Yes,5,10,20,7,No,Yes,No
gnixon5d@prlog.org,02/08/2020,ACME,No,Yes,Yes,No,Yes,No,0.4117,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",0.2137,0.9033,3,No,No,0.2719,14,Yes,4455,No,17272,Yes,31691,0,10,1,4,No,Yes,Yes,10,3,19,15,No,No,No
ocunney5e@wikimedia.org,03/28/2021,CCME,No,No,No,No,No,Yes,0.2216,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",0.5854,0.5043,5,No,Yes,0.4792,14,No,3914,Yes,62931,No,66540,4,8,6,9,No,Yes,No,1,16,7,10,No,Yes,Yes
tcridlin5f@etsy.com,12/08/2020,ACME,No,Yes,Yes,Yes,No,No,0.7963,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",0.7296,0.8002,2,No,Yes,0.7979,74,No,2393,No,60031,No,95268,8,4,3,1,Yes,Yes,Yes,7,16,2,3,No,Yes,No
dbaldock5g@mashable.com,01/25/2021,BCME,Yes,No,No,Yes,No,No,0.5156,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",0.3505,0.3759,0,Yes,No,0.1468,37,No,8661,No,31372,No,63737,0,2,11,8,Yes,Yes,Yes,16,5,3,15,No,Yes,Yes
rokeeffe5h@odnoklassniki.ru,04/15/2021,CCME,No,Yes,No,No,No,Yes,0.1342,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",0.6141,0.3765,3,Yes,Yes,0.9316,17,No,4001,Yes,77419,No,68511,6,9,7,8,No,No,No,17,16,14,9,Yes,Yes,Yes
boreilly5i@quantcast.com,12/27/2022,BCME,No,Yes,No,Yes,Yes,Yes,0.5339,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",0.7247,0.2536,2,Yes,No,0.891,36,No,8235,No,24532,Yes,84714,3,3,12,1,No,Yes,Yes,20,8,6,3,No,No,Yes
chynes5j@lulu.com,05/03/2020,ACME,No,No,No,Yes,No,No,0.4029,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",0.5211,0.8592,2,Yes,Yes,0.0835,64,No,526,Yes,7383,No,88116,2,10,1,4,No,Yes,Yes,6,2,11,12,Yes,No,No
mfeasby5k@istockphoto.com,06/24/2022,CCME,Yes,No,Yes,No,Yes,No,0.7117,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,0.6921,0.8494,1,Yes,Yes,0.142,41,Yes,6964,No,53715,No,51876,1,10,12,0,Yes,No,No,1,18,10,20,Yes,Yes,No
agreenham5l@purevolume.com,03/30/2020,CCME,No,Yes,Yes,No,No,No,0.6782,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",0.8328,0.5731,3,No,No,0.5418,13,No,5856,Yes,9103,No,64564,1,6,3,0,No,Yes,Yes,3,6,17,19,Yes,No,No
jpirouet5m@vistaprint.com,08/21/2020,BCME,No,No,No,No,Yes,No,0.6508,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",0.1414,0.7455,1,Yes,Yes,0.0611,23,No,37,No,46979,Yes,34921,4,10,8,11,Yes,No,Yes,14,20,11,20,Yes,No,Yes
mpenniell5n@utexas.edu,09/18/2020,CCME,No,No,No,No,Yes,Yes,0.6352,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",0.6036,0.4842,0,No,No,0.6146,21,Yes,4083,No,49772,No,44165,1,12,6,2,Yes,No,No,10,17,5,10,No,No,No
gdoxey5o@trellian.com,06/29/2020,ACME,No,No,No,Yes,No,No,0.7902,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",0.9312,0.0276,5,Yes,Yes,0.508,82,Yes,9582,No,47178,No,26765,6,0,3,10,Yes,Yes,Yes,11,1,4,5,Yes,No,Yes
bpalfree5p@biblegateway.com,11/01/2021,CCME,No,No,Yes,Yes,No,Yes,0.1144,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",0.3968,0.6085,4,No,No,0.4579,92,Yes,8922,No,72302,No,32821,12,9,10,6,No,No,No,3,6,15,0,Yes,No,Yes
hlowth5q@accuweather.com,06/13/2021,BCME,No,Yes,Yes,No,Yes,Yes,0.6606,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",0.8587,0.223,3,Yes,No,0.189,57,No,6366,Yes,69376,No,41839,2,5,6,4,No,No,Yes,8,5,14,3,Yes,Yes,Yes
rguard5r@topsy.com,10/12/2020,CCME,Yes,No,Yes,No,Yes,Yes,0.3133,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",0.1904,0.4782,3,No,No,0.8606,57,No,9495,Yes,51970,Yes,26567,4,4,1,4,Yes,Yes,No,20,9,18,7,Yes,Yes,Yes
vknoles5s@ustream.tv,03/18/2021,CCME,Yes,No,Yes,No,Yes,No,0.3309,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",0.5537,0.5887,2,No,Yes,0.0612,21,Yes,7072,No,44549,No,7684,6,6,0,8,Yes,No,No,20,18,1,8,Yes,No,No
mefford5t@prnewswire.com,08/07/2021,CCME,Yes,Yes,No,No,Yes,No,0.8144,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",0.5995,0.4409,2,No,Yes,0.5297,42,Yes,1156,Yes,92431,No,20318,4,1,5,7,Yes,No,No,13,10,2,17,Yes,No,Yes
cimeson5u@myspace.com,12/31/2019,CCME,No,Yes,No,Yes,Yes,No,0.0674,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",0.5395,0.9365,2,No,No,0.006,16,No,8682,Yes,20982,No,18045,12,0,4,4,Yes,No,No,3,1,20,18,No,Yes,Yes
hpassingham5v@addtoany.com,01/20/2021,BCME,Yes,No,No,Yes,Yes,No,0.662,Sed ante. Vivamus tortor. Duis mattis egestas metus.,0.8424,0.5062,4,Yes,Yes,0.3575,30,No,8385,Yes,53856,No,17711,9,4,0,4,Yes,No,No,15,20,15,3,No,Yes,No
astapley5w@bbb.org,12/21/2022,BCME,Yes,Yes,Yes,Yes,No,Yes,0.599,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,0.4465,0.4859,2,No,No,0.7543,83,No,6924,No,92848,No,45229,12,12,5,1,No,No,No,15,15,17,13,Yes,No,No
